"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|Q12445|POM34_YEAST","sp|Q12445|POM34_YEAST",-15.6,0,15.6,0.00123,1,0.00123,0.0028,1,0.00477,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q12451|OSH2_YEAST","sp|Q12451|OSH2_YEAST",-27.1,-26,1.13,6.86e-33,1.33e-32,1.24e-11,1.45e-30,4.78e-30,3.73e-10,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12464|RUVB2_YEAST","sp|Q12464|RUVB2_YEAST",-19.2,0,19.2,1.38e-05,1,1.38e-05,5.03e-05,1,9.86e-05,TRUE,FALSE,TRUE,TRUE,TRUE,13,NA
"sp|Q12481|RRP36_YEAST","sp|Q12481|RRP36_YEAST",-25.6,-16.1,9.5,1.28e-05,0.00123,0.0337,5.03e-05,0.0062,0.076,TRUE,TRUE,FALSE,TRUE,TRUE,8,NA
"sp|Q12494|KCS1_YEAST","sp|Q12494|KCS1_YEAST",-25.6,-24.9,0.752,5.94e-28,9.44e-28,2.5e-05,8.58e-27,2.01e-26,0.000169,TRUE,TRUE,FALSE,TRUE,TRUE,6,NA
"sp|Q12500|AVL9_YEAST","sp|Q12500|AVL9_YEAST",-14.4,-14.2,0.295,0.00378,0.00437,0.945,0.00789,0.0167,1,TRUE,TRUE,FALSE,TRUE,TRUE,3,NA
"sp|Q12675|ATC4_YEAST","sp|Q12675|ATC4_YEAST",-26,-12.5,13.5,3.11e-05,0.0135,0.00865,9.94e-05,0.0397,0.0256,TRUE,TRUE,TRUE,TRUE,TRUE,9,NA
"sp|Q12905|ILF2_HUMAN","sp|Q12905|ILF2_HUMAN",1.06,0.709,-0.351,3.22e-05,0.00145,0.0749,0.000102,0.00692,0.142,TRUE,FALSE,FALSE,TRUE,FALSE,0,NA
"sp|Q12931|TRAP1_HUMAN","sp|Q12931|TRAP1_HUMAN",24.1,24.1,0,4.32e-26,4.32e-26,1,5.87e-25,8.59e-25,1,TRUE,TRUE,FALSE,TRUE,TRUE,12,NA
"sp|Q13107|UBP4_HUMAN","sp|Q13107|UBP4_HUMAN",-4.42,13.1,17.5,0.506,0.0616,0.0162,0.562,0.14,0.0396,FALSE,FALSE,TRUE,TRUE,TRUE,8,NA
