"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|P52701|MSH6_HUMAN","sp|P52701|MSH6_HUMAN",0.122,-0.0126,-0.135,0.301,0.914,0.256,0.375,0.945,0.385,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P52746|ZN142_HUMAN","sp|P52746|ZN142_HUMAN",0.932,0.862,-0.0696,0.232,0.267,0.927,0.297,0.425,0.955,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA
"sp|P52891|NUP84_YEAST","sp|P52891|NUP84_YEAST",-0.691,0.402,1.09,0.229,0.477,0.0651,0.294,0.633,0.141,FALSE,FALSE,FALSE,FALSE,TRUE,14,NA
"sp|P52943|CRIP2_HUMAN","sp|P52943|CRIP2_HUMAN",0.706,0.32,-0.386,4.35e-05,0.0229,0.00788,0.000162,0.0663,0.0314,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P52948|NUP98_HUMAN","sp|P52948|NUP98_HUMAN",0.347,0.2,-0.147,0.00026,0.0162,0.066,0.000768,0.0507,0.143,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P53350|PLK1_HUMAN","sp|P53350|PLK1_HUMAN",0.269,0.609,0.34,0.493,0.132,0.389,0.564,0.25,0.518,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P53367|ARFP1_HUMAN","sp|P53367|ARFP1_HUMAN",1.19,1.36,0.172,0.0616,0.0352,0.775,0.0938,0.0904,0.849,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA
"sp|P53396|ACLY_HUMAN","sp|P53396|ACLY_HUMAN",0.459,0.312,-0.147,0.000721,0.0119,0.201,0.00191,0.0398,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P53866|SQS1_YEAST","sp|P53866|SQS1_YEAST",-0.742,1.43,2.17,0.45,0.154,0.0374,0.523,0.283,0.0942,FALSE,FALSE,FALSE,FALSE,TRUE,15,NA
"sp|P53974|ARK1_YEAST","sp|P53974|ARK1_YEAST",-1.13,-0.63,0.498,0.369,0.613,0.689,0.442,0.741,0.781,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA
"sp|P53985|MOT1_HUMAN","sp|P53985|MOT1_HUMAN",0.488,0.163,-0.325,0.00605,0.306,0.0516,0.0125,0.463,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P53999|TCP4_HUMAN","sp|P53999|TCP4_HUMAN",0.441,0.134,-0.307,2.73e-05,0.0968,0.000969,0.000107,0.198,0.00642,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P54132|BLM_HUMAN","sp|P54132|BLM_HUMAN",0.311,0.089,-0.222,0.0591,0.569,0.166,0.0908,0.712,0.274,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P54259|ATN1_HUMAN","sp|P54259|ATN1_HUMAN",0.249,0.164,-0.0851,0.031,0.139,0.431,0.0524,0.261,0.561,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P54792|DVLP1_HUMAN","sp|P54792|DVLP1_HUMAN",-1.93,-2.35,-0.417,0.0988,0.0489,0.71,0.141,0.116,0.798,FALSE,FALSE,FALSE,FALSE,TRUE,14,NA
"sp|P55196|AFAD_HUMAN","sp|P55196|AFAD_HUMAN",-1.1,1.02,2.12,0.188,0.223,0.0177,0.248,0.374,0.0548,FALSE,FALSE,FALSE,FALSE,TRUE,15,NA
"sp|P55198|AF17_HUMAN","sp|P55198|AF17_HUMAN",0.637,0.336,-0.301,1.67e-05,0.00571,0.0113,7.17e-05,0.0228,0.0404,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P55201|BRPF1_HUMAN","sp|P55201|BRPF1_HUMAN",-1.75,-1.67,0.0816,0.0883,0.103,0.934,0.127,0.207,0.959,FALSE,FALSE,FALSE,FALSE,TRUE,10,NA
"sp|P55209|NP1L1_HUMAN","sp|P55209|NP1L1_HUMAN",-0.00995,-0.0622,-0.0523,0.935,0.61,0.668,0.949,0.739,0.766,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
